180510_182800   180512_115900   30  30 SLPM Run Starting 18/05/10
180512_141000   180514_101200   25  25 SLPM Run Starting 18/05/12
180514_115200   180516_082700   30  30 SLPM Run Starting 18/05/14
180516_112000   180518_191500   20  20 SLPM Run Starting 18/05/16
180518_220000   180520_143800   30  30 SLPM Run Starting 18/05/18
180520_205600   180524_080000   15  15 SLPM Run Starting 18/05/20
180524_105100   180527_180000   30  30 SLPM Run Starting 18/05/24
